treeDepth, leafs, distanceLeafs, totalHashes, pathLength, hashesPerLeaf
16, 8, 100, 66, 59, 8.25
16, 10, 100, 81, 72, 8.1
16, 12, 100, 97, 86, 8.08
16, 14, 100, 112, 99, 8
16, 16, 100, 125, 110, 7.81
16, 18, 100, 141, 124, 7.83
16, 20, 100, 155, 136, 7.75
16, 22, 100, 173, 152, 7.86
16, 24, 100, 186, 163, 7.75
16, 26, 100, 201, 176, 7.73
16, 28, 100, 217, 190, 7.75
16, 30, 100, 231, 202, 7.7
16, 32, 100, 248, 217, 7.75
16, 34, 100, 261, 228, 7.68
16, 36, 100, 276, 241, 7.67
16, 38, 100, 291, 254, 7.66
16, 40, 100, 306, 267, 7.65
16, 42, 100, 325, 284, 7.74
16, 44, 100, 338, 295, 7.68
16, 46, 100, 353, 308, 7.67
16, 48, 100, 368, 321, 7.67
16, 50, 100, 383, 334, 7.66




SELECT [treeDepth],[leafs],[distanceLeafs],[totalHashes],[pathLength],[hashesPerLeaf]
INTO CSV(null,{headers:true,separator:','})
FROM ?
WHERE pathLength <= 40




SELECT max([leafs])
INTO CSV(null,{headers:true,separator:','})
FROM ?
WHERE pathLength <= 40

SELECT max([totalHashes])
INTO CSV(null,{headers:true,separator:','})
FROM ?
WHERE pathLength <= 40


SELECT max([totalHashes]), max([pathLength])
INTO CSV(null,{headers:true,separator:','})
FROM ?
WHERE leafs <= 4

"MAX(totalHashes)","MAX(pathLength)"
37,34




SELECT [totalHashes], [pathLength]
INTO CSV(null,{headers:true,separator:','})
FROM ?
WHERE leafs == 4
