treeDepth, leafs, distanceLeafs, totalHashes, pathLength, hashesPerLeaf
16, 36, 810, 381, 346, 10.58
16, 38, 810, 403, 366, 10.61
16, 40, 810, 423, 384, 10.58
16, 42, 810, 448, 407, 10.67
16, 44, 810, 469, 426, 10.66
16, 46, 810, 488, 443, 10.61
16, 48, 810, 510, 463, 10.63
16, 50, 810, 530, 481, 10.6
16, 2, 820, 25, 24, 12.5
16, 4, 820, 46, 43, 11.5
16, 6, 820, 68, 63, 11.33
16, 8, 820, 87, 80, 10.88
16, 10, 820, 108, 99, 10.8
16, 12, 820, 130, 119, 10.83
16, 14, 820, 151, 138, 10.79
16, 16, 820, 173, 158, 10.81
16, 18, 820, 192, 175, 10.67
16, 20, 820, 213, 194, 10.65
16, 22, 820, 236, 215, 10.73
16, 24, 820, 257, 234, 10.71
16, 26, 820, 279, 254, 10.73
16, 28, 820, 298, 271, 10.64
16, 30, 820, 319, 290, 10.63
16, 32, 820, 341, 310, 10.66
16, 34, 820, 362, 329, 10.65
16, 36, 820, 384, 349, 10.67
16, 38, 820, 403, 366, 10.61
16, 40, 820, 424, 385, 10.6
16, 42, 820, 448, 407, 10.67
16, 44, 820, 469, 426, 10.66
16, 46, 820, 491, 446, 10.67
16, 48, 820, 510, 463, 10.63
16, 50, 820, 531, 482, 10.62
16, 2, 830, 25, 24, 12.5
16, 4, 830, 46, 43, 11.5
16, 6, 830, 68, 63, 11.33
16, 8, 830, 87, 80, 10.88
16, 10, 830, 108, 99, 10.8
16, 12, 830, 130, 119, 10.83
16, 14, 830, 151, 138, 10.79
16, 16, 830, 173, 158, 10.81
16, 18, 830, 192, 175, 10.67
16, 20, 830, 213, 194, 10.65
16, 22, 830, 237, 216, 10.77
16, 24, 830, 257, 234, 10.71
16, 26, 830, 279, 254, 10.73
16, 28, 830, 298, 271, 10.64
16, 30, 830, 319, 290, 10.63
16, 32, 830, 342, 311, 10.69
16, 34, 830, 362, 329, 10.65
16, 36, 830, 384, 349, 10.67
16, 38, 830, 403, 366, 10.61
16, 40, 830, 424, 385, 10.6
16, 42, 830, 449, 408, 10.69
16, 44, 830, 469, 426, 10.66
16, 46, 830, 491, 446, 10.67
16, 48, 830, 512, 465, 10.67
16, 50, 830, 531, 482, 10.62
16, 2, 840, 25, 24, 12.5
16, 4, 840, 46, 43, 11.5
16, 6, 840, 68, 63, 11.33
16, 8, 840, 87, 80, 10.88
16, 10, 840, 108, 99, 10.8
16, 12, 840, 131, 120, 10.92
16, 14, 840, 151, 138, 10.79
16, 16, 840, 173, 158, 10.81
16, 18, 840, 192, 175, 10.67
16, 20, 840, 213, 194, 10.65
16, 22, 840, 237, 216, 10.77
16, 24, 840, 257, 234, 10.71
16, 26, 840, 279, 254, 10.73
16, 28, 840, 300, 273, 10.71
16, 30, 840, 319, 290, 10.63
16, 32, 840, 342, 311, 10.69
16, 34, 840, 363, 330, 10.68
16, 36, 840, 384, 349, 10.67
16, 38, 840, 405, 368, 10.66
16, 40, 840, 424, 385, 10.6
16, 42, 840, 449, 408, 10.69
16, 44, 840, 470, 427, 10.68
16, 46, 840, 491, 446, 10.67
16, 48, 840, 512, 465, 10.67
16, 50, 840, 535, 486, 10.7
16, 2, 850, 25, 24, 12.5
16, 4, 850, 46, 43, 11.5
16, 6, 850, 68, 63, 11.33
16, 8, 850, 87, 80, 10.88
16, 10, 850, 108, 99, 10.8
16, 12, 850, 131, 120, 10.92
16, 14, 850, 151, 138, 10.79
16, 16, 850, 173, 158, 10.81
16, 18, 850, 194, 177, 10.78
16, 20, 850, 213, 194, 10.65
16, 22, 850, 237, 216, 10.77
16, 24, 850, 258, 235, 10.75
16, 26, 850, 279, 254, 10.73
16, 28, 850, 300, 273, 10.71
16, 30, 850, 323, 294, 10.77
16, 32, 850, 342, 311, 10.69
16, 34, 850, 363, 330, 10.68
16, 36, 850, 385, 350, 10.69
16, 38, 850, 405, 368, 10.66
16, 40, 850, 430, 391, 10.75
16, 42, 850, 451, 410, 10.74
16, 44, 850, 470, 427, 10.68
16, 46, 850, 492, 447, 10.7
16, 48, 850, 513, 466, 10.69
16, 50, 850, 535, 486, 10.7
16, 2, 860, 25, 24, 12.5
16, 4, 860, 46, 43, 11.5
16, 6, 860, 68, 63, 11.33
16, 8, 860, 87, 80, 10.88
16, 10, 860, 108, 99, 10.8
16, 12, 860, 131, 120, 10.92
16, 14, 860, 151, 138, 10.79
16, 16, 860, 173, 158, 10.81
16, 18, 860, 194, 177, 10.78
16, 20, 860, 213, 194, 10.65
16, 22, 860, 237, 216, 10.77
16, 24, 860, 258, 235, 10.75
16, 26, 860, 279, 254, 10.73
16, 28, 860, 300, 273, 10.71
16, 30, 860, 323, 294, 10.77
16, 32, 860, 344, 313, 10.75
16, 34, 860, 363, 330, 10.68
16, 36, 860, 385, 350, 10.69
16, 38, 860, 406, 369, 10.68
16, 40, 860, 430, 391, 10.75
16, 42, 860, 451, 410, 10.74
16, 44, 860, 473, 430, 10.75
16, 46, 860, 492, 447, 10.7
16, 48, 860, 513, 466, 10.69
16, 50, 860, 536, 487, 10.72
16, 2, 870, 25, 24, 12.5
16, 4, 870, 46, 43, 11.5
16, 6, 870, 68, 63, 11.33
16, 8, 870, 87, 80, 10.88
16, 10, 870, 108, 99, 10.8
16, 12, 870, 131, 120, 10.92
16, 14, 870, 152, 139, 10.86
16, 16, 870, 173, 158, 10.81
16, 18, 870, 194, 177, 10.78
16, 20, 870, 218, 199, 10.9
16, 22, 870, 237, 216, 10.77
16, 24, 870, 258, 235, 10.75
16, 26, 870, 280, 255, 10.77
16, 28, 870, 300, 273, 10.71
16, 30, 870, 323, 294, 10.77
16, 32, 870, 344, 313, 10.75
16, 34, 870, 366, 333, 10.76
16, 36, 870, 385, 350, 10.69
16, 38, 870, 406, 369, 10.68
16, 40, 870, 431, 392, 10.78
16, 42, 870, 451, 410, 10.74
16, 44, 870, 473, 430, 10.75
16, 46, 870, 494, 449, 10.74
16, 48, 870, 513, 466, 10.69
16, 50, 870, 536, 487, 10.72
16, 2, 880, 25, 24, 12.5
16, 4, 880, 46, 43, 11.5
16, 6, 880, 68, 63, 11.33
16, 8, 880, 89, 82, 11.13
16, 10, 880, 108, 99, 10.8
16, 12, 880, 131, 120, 10.92
16, 14, 880, 152, 139, 10.86
16, 16, 880, 173, 158, 10.81
16, 18, 880, 194, 177, 10.78
16, 20, 880, 218, 199, 10.9
16, 22, 880, 239, 218, 10.86
16, 24, 880, 258, 235, 10.75
16, 26, 880, 280, 255, 10.77
16, 28, 880, 301, 274, 10.75
16, 30, 880, 323, 294, 10.77
16, 32, 880, 344, 313, 10.75
16, 34, 880, 366, 333, 10.76
16, 36, 880, 387, 352, 10.75
16, 38, 880, 406, 369, 10.68
16, 40, 880, 431, 392, 10.78
16, 42, 880, 452, 411, 10.76
16, 44, 880, 473, 430, 10.75
16, 46, 880, 494, 449, 10.74
16, 48, 880, 517, 470, 10.77
16, 50, 880, 538, 489, 10.76
16, 2, 890, 25, 24, 12.5
16, 4, 890, 46, 43, 11.5
16, 6, 890, 68, 63, 11.33
16, 8, 890, 89, 82, 11.13
16, 10, 890, 108, 99, 10.8
16, 12, 890, 131, 120, 10.92
16, 14, 890, 152, 139, 10.86
16, 16, 890, 174, 159, 10.88
16, 18, 890, 194, 177, 10.78
16, 20, 890, 218, 199, 10.9
16, 22, 890, 239, 218, 10.86
16, 24, 890, 258, 235, 10.75
16, 26, 890, 280, 255, 10.77
16, 28, 890, 301, 274, 10.75
16, 30, 890, 324, 295, 10.8
16, 32, 890, 344, 313, 10.75
16, 34, 890, 366, 333, 10.76
16, 36, 890, 387, 352, 10.75
16, 38, 890, 412, 375, 10.84
16, 40, 890, 431, 392, 10.78
16, 42, 890, 452, 411, 10.76
16, 44, 890, 474, 431, 10.77
16, 46, 890, 495, 450, 10.76
16, 48, 890, 517, 470, 10.77
16, 50, 890, 538, 489, 10.76
16, 2, 900, 25, 24, 12.5
16, 4, 900, 46, 43, 11.5
16, 6, 900, 68, 63, 11.33
16, 8, 900, 89, 82, 11.13
16, 10, 900, 108, 99, 10.8
16, 12, 900, 131, 120, 10.92
16, 14, 900, 152, 139, 10.86
16, 16, 900, 174, 159, 10.88
16, 18, 900, 194, 177, 10.78
16, 20, 900, 218, 199, 10.9
16, 22, 900, 239, 218, 10.86
16, 24, 900, 261, 238, 10.88
16, 26, 900, 280, 255, 10.77
16, 28, 900, 301, 274, 10.75
16, 30, 900, 324, 295, 10.8
16, 32, 900, 345, 314, 10.78
16, 34, 900, 367, 334, 10.79
16, 36, 900, 387, 352, 10.75
16, 38, 900, 412, 375, 10.84
16, 40, 900, 433, 394, 10.83
16, 42, 900, 455, 414, 10.83
16, 44, 900, 474, 431, 10.77
16, 46, 900, 495, 450, 10.76
16, 48, 900, 518, 471, 10.79
16, 50, 900, 539, 490, 10.78
16, 2, 910, 25, 24, 12.5
16, 4, 910, 46, 43, 11.5
16, 6, 910, 68, 63, 11.33
16, 8, 910, 89, 82, 11.13
16, 10, 910, 108, 99, 10.8
16, 12, 910, 131, 120, 10.92
16, 14, 910, 152, 139, 10.86
16, 16, 910, 174, 159, 10.88
16, 18, 910, 195, 178, 10.83
16, 20, 910, 218, 199, 10.9
16, 22, 910, 239, 218, 10.86
16, 24, 910, 261, 238, 10.88
16, 26, 910, 282, 257, 10.85
16, 28, 910, 301, 274, 10.75
16, 30, 910, 324, 295, 10.8
16, 32, 910, 345, 314, 10.78
16, 34, 910, 367, 334, 10.79
16, 36, 910, 388, 353, 10.78
16, 38, 910, 412, 375, 10.84
16, 40, 910, 433, 394, 10.83
16, 42, 910, 455, 414, 10.83
16, 44, 910, 476, 433, 10.82
16, 46, 910, 495, 450, 10.76
16, 48, 910, 518, 471, 10.79
16, 50, 910, 539, 490, 10.78
16, 2, 920, 25, 24, 12.5
16, 4, 920, 46, 43, 11.5
16, 6, 920, 68, 63, 11.33
16, 8, 920, 89, 82, 11.13
16, 10, 920, 112, 103, 11.2
16, 12, 920, 131, 120, 10.92
16, 14, 920, 152, 139, 10.86
16, 16, 920, 174, 159, 10.88
16, 18, 920, 195, 178, 10.83
16, 20, 920, 219, 200, 10.95
16, 22, 920, 239, 218, 10.86
16, 24, 920, 261, 238, 10.88
16, 26, 920, 282, 257, 10.85
16, 28, 920, 305, 278, 10.89
16, 30, 920, 326, 297, 10.87
16, 32, 920, 345, 314, 10.78
16, 34, 920, 367, 334, 10.79
16, 36, 920, 388, 353, 10.78
16, 38, 920, 413, 376, 10.87
16, 40, 920, 434, 395, 10.85
16, 42, 920, 455, 414, 10.83
16, 44, 920, 476, 433, 10.82
16, 46, 920, 499, 454, 10.85
16, 48, 920, 520, 473, 10.83
16, 50, 920, 542, 493, 10.84
16, 2, 930, 25, 24, 12.5
16, 4, 930, 46, 43, 11.5
16, 6, 930, 68, 63, 11.33
16, 8, 930, 89, 82, 11.13
16, 10, 930, 112, 103, 11.2
16, 12, 930, 131, 120, 10.92
16, 14, 930, 152, 139, 10.86
16, 16, 930, 174, 159, 10.88
16, 18, 930, 195, 178, 10.83
16, 20, 930, 219, 200, 10.95
16, 22, 930, 240, 219, 10.91
16, 24, 930, 261, 238, 10.88
16, 26, 930, 282, 257, 10.85
16, 28, 930, 305, 278, 10.89
16, 30, 930, 326, 297, 10.87
16, 32, 930, 348, 317, 10.88
16, 34, 930, 367, 334, 10.79
16, 36, 930, 388, 353, 10.78
16, 38, 930, 413, 376, 10.87
16, 40, 930, 434, 395, 10.85
16, 42, 930, 456, 415, 10.86
16, 44, 930, 477, 434, 10.84
16, 46, 930, 499, 454, 10.85
16, 48, 930, 520, 473, 10.83
16, 50, 930, 542, 493, 10.84
16, 2, 940, 25, 24, 12.5
16, 4, 940, 46, 43, 11.5
16, 6, 940, 68, 63, 11.33
16, 8, 940, 89, 82, 11.13
16, 10, 940, 112, 103, 11.2
16, 12, 940, 133, 122, 11.08
16, 14, 940, 152, 139, 10.86
16, 16, 940, 174, 159, 10.88
16, 18, 940, 195, 178, 10.83
16, 20, 940, 219, 200, 10.95
16, 22, 940, 240, 219, 10.91
16, 24, 940, 262, 239, 10.92
16, 26, 940, 282, 257, 10.85
16, 28, 940, 305, 278, 10.89
16, 30, 940, 326, 297, 10.87
16, 32, 940, 348, 317, 10.88
16, 34, 940, 369, 336, 10.85
16, 36, 940, 394, 359, 10.94
16, 38, 940, 413, 376, 10.87
16, 40, 940, 434, 395, 10.85
16, 42, 940, 456, 415, 10.86
16, 44, 940, 477, 434, 10.84
16, 46, 940, 500, 455, 10.87
16, 48, 940, 521, 474, 10.85
16, 50, 940, 542, 493, 10.84
16, 2, 950, 25, 24, 12.5
16, 4, 950, 46, 43, 11.5
16, 6, 950, 68, 63, 11.33
16, 8, 950, 89, 82, 11.13
16, 10, 950, 112, 103, 11.2
16, 12, 950, 133, 122, 11.08
16, 14, 950, 155, 142, 11.07
16, 16, 950, 174, 159, 10.88
16, 18, 950, 195, 178, 10.83
16, 20, 950, 219, 200, 10.95
16, 22, 950, 240, 219, 10.91
16, 24, 950, 262, 239, 10.92
16, 26, 950, 283, 258, 10.88
16, 28, 950, 306, 279, 10.93
16, 30, 950, 326, 297, 10.87
16, 32, 950, 348, 317, 10.88
16, 34, 950, 369, 336, 10.85
16, 36, 950, 394, 359, 10.94
16, 38, 950, 415, 378, 10.92
16, 40, 950, 437, 398, 10.93
16, 42, 950, 458, 417, 10.9
16, 44, 950, 477, 434, 10.84
16, 46, 950, 500, 455, 10.87
16, 48, 950, 521, 474, 10.85
16, 50, 950, 543, 494, 10.86
16, 2, 960, 25, 24, 12.5
16, 4, 960, 46, 43, 11.5
16, 6, 960, 68, 63, 11.33
16, 8, 960, 89, 82, 11.13
16, 10, 960, 112, 103, 11.2
16, 12, 960, 133, 122, 11.08
16, 14, 960, 155, 142, 11.07
16, 16, 960, 176, 161, 11
16, 18, 960, 195, 178, 10.83
16, 20, 960, 219, 200, 10.95
16, 22, 960, 240, 219, 10.91
16, 24, 960, 262, 239, 10.92
16, 26, 960, 283, 258, 10.88
16, 28, 960, 306, 279, 10.93
16, 30, 960, 327, 298, 10.9
16, 32, 960, 349, 318, 10.91
16, 34, 960, 369, 336, 10.85
16, 36, 960, 394, 359, 10.94
16, 38, 960, 415, 378, 10.92
16, 40, 960, 437, 398, 10.93
16, 42, 960, 458, 417, 10.9
16, 44, 960, 481, 438, 10.93
16, 46, 960, 502, 457, 10.91
16, 48, 960, 524, 477, 10.92
16, 50, 960, 543, 494, 10.86
16, 2, 970, 25, 24, 12.5
16, 4, 970, 46, 43, 11.5
16, 6, 970, 68, 63, 11.33
16, 8, 970, 89, 82, 11.13
16, 10, 970, 112, 103, 11.2
16, 12, 970, 133, 122, 11.08
16, 14, 970, 155, 142, 11.07
16, 16, 970, 176, 161, 11
16, 18, 970, 200, 183, 11.11
16, 20, 970, 219, 200, 10.95
16, 22, 970, 240, 219, 10.91
16, 24, 970, 262, 239, 10.92
16, 26, 970, 283, 258, 10.88
16, 28, 970, 306, 279, 10.93
16, 30, 970, 327, 298, 10.9
16, 32, 970, 349, 318, 10.91
16, 34, 970, 370, 337, 10.88
16, 36, 970, 395, 360, 10.97
16, 38, 970, 416, 379, 10.95
16, 40, 970, 437, 398, 10.93
16, 42, 970, 458, 417, 10.9
16, 44, 970, 481, 438, 10.93
16, 46, 970, 502, 457, 10.91
16, 48, 970, 524, 477, 10.92
16, 50, 970, 545, 496, 10.9
16, 2, 980, 25, 24, 12.5
16, 4, 980, 46, 43, 11.5
16, 6, 980, 68, 63, 11.33
16, 8, 980, 89, 82, 11.13
16, 10, 980, 112, 103, 11.2
16, 12, 980, 133, 122, 11.08
16, 14, 980, 155, 142, 11.07
16, 16, 980, 176, 161, 11
16, 18, 980, 200, 183, 11.11
16, 20, 980, 221, 202, 11.05
16, 22, 980, 243, 222, 11.05
16, 24, 980, 264, 241, 11
16, 26, 980, 283, 258, 10.88
16, 28, 980, 306, 279, 10.93
16, 30, 980, 327, 298, 10.9
16, 32, 980, 349, 318, 10.91
16, 34, 980, 370, 337, 10.88
16, 36, 980, 395, 360, 10.97
16, 38, 980, 416, 379, 10.95
16, 40, 980, 438, 399, 10.95
16, 42, 980, 459, 418, 10.93
16, 44, 980, 482, 439, 10.95
16, 46, 980, 503, 458, 10.93
16, 48, 980, 524, 477, 10.92
16, 50, 980, 545, 496, 10.9
16, 2, 990, 25, 24, 12.5
16, 4, 990, 46, 43, 11.5
16, 6, 990, 68, 63, 11.33
16, 8, 990, 89, 82, 11.13
16, 10, 990, 112, 103, 11.2
16, 12, 990, 133, 122, 11.08
16, 14, 990, 155, 142, 11.07
16, 16, 990, 176, 161, 11
16, 18, 990, 200, 183, 11.11
16, 20, 990, 221, 202, 11.05
16, 22, 990, 243, 222, 11.05
16, 24, 990, 264, 241, 11
16, 26, 990, 287, 262, 11.04
16, 28, 990, 308, 281, 11
16, 30, 990, 330, 301, 11
16, 32, 990, 349, 318, 10.91
16, 34, 990, 370, 337, 10.88
16, 36, 990, 395, 360, 10.97
16, 38, 990, 416, 379, 10.95
16, 40, 990, 438, 399, 10.95
16, 42, 990, 459, 418, 10.93
16, 44, 990, 482, 439, 10.95
16, 46, 990, 503, 458, 10.93
16, 48, 990, 525, 478, 10.94
16, 50, 990, 546, 497, 10.92
16, 2, 1000, 25, 24, 12.5
16, 4, 1000, 46, 43, 11.5
16, 6, 1000, 68, 63, 11.33
16, 8, 1000, 89, 82, 11.13
16, 10, 1000, 112, 103, 11.2
16, 12, 1000, 133, 122, 11.08
16, 14, 1000, 155, 142, 11.07
16, 16, 1000, 176, 161, 11
16, 18, 1000, 200, 183, 11.11
16, 20, 1000, 221, 202, 11.05
16, 22, 1000, 243, 222, 11.05
16, 24, 1000, 264, 241, 11
16, 26, 1000, 287, 262, 11.04
16, 28, 1000, 308, 281, 11
16, 30, 1000, 330, 301, 11
16, 32, 1000, 351, 320, 10.97
16, 34, 1000, 376, 343, 11.06
16, 36, 1000, 397, 362, 11.03
16, 38, 1000, 419, 382, 11.03
16, 40, 1000, 440, 401, 11
16, 42, 1000, 463, 422, 11.02
16, 44, 1000, 482, 439, 10.95
16, 46, 1000, 503, 458, 10.93
16, 48, 1000, 525, 478, 10.94
16, 50, 1000, 546, 497, 10.92
